text,emoji
Text me,💬📲✉️
TFW you see your ex,😳😬
TGIF,🎉🥳🙌
Thank goodness it's Friday,🎉🥳🍻🙌😌
Thank you,🙏😊
Thank you so much,🙏🙏
"Thank you, next",🙏👋😎💃
Thankful for everything this Thanksgiving,🙏🤗🦃💯
"Thankful, grateful, blessed this Thanksgiving.",🦃🍂🧡🙏🥧
Thanks for being there for me,🙏💖🤗❤️
Thanks for the compliment,😊😳💖🙏
Thanksgiving feast,🍽️😋💪🦃🥧
That aesthetic is kinda cheugy ngl,😬🌸👎
That awkward moment when you wave at someone who wasn't waving at you.,👋😳🤦
That chef's kiss moment,👌🤌
That chosen one narrative,✨👑🗡️
That clapback was savage,🔥🗣️💥
That cliffhanger made me scream,😮🎬🗣️
That comeback story,✨🏆
That comment gave me the ick,🤢🙅
That comment section is just glazing,😬👀🗣️
That comment was super awkward,😬🫣🤦
That conspiracy theory is cray cray,🤪🤯😵‍💫
That decor is kinda cheugy ngl,😬🏠👎
That dress is giving main character energy,✨👑💅
That dunk was GOAT status,🏀🐐🏆
That explanation was total cap,🧢🤥😂
That fail was epic and hilarious,💀🤣💯
That fake it 'til you make it energy,😎😅
That family drama is cray cray,🤪🤯😵‍💫
That feeling of a hot shower,🚿😌🔥
That feeling of clean sheets after a long day.,😌😴🌙✨
That feeling of finally paying off a debt.,💸✅😌
That feeling of sand between your toes at the beach.,🏖️☀️🌊😌
That feeling when you finally understand a difficult concept.,💡🤯✨🙌😌
That feeling when your favorite song comes on the radio.,🎶📻🤩💃
That full circle moment,🔄💖
That goal was legendary,⚽️🐐🏆
That golden hour lighting,✨☀️📸
That helpful reminder about my mistake,👍🤡
That joke made me dead,💀😂👻
That level is impossible,🤬🎮❌
That life hack was clutch,🙏💡✅
That live performance hit different,🎤🥹✨
That meet-the-parents anxiety,😰😬
That meeting could have been an email,📧🙄🗣️⏰😴
That meeting was peak cringe,😬🤦😖
That meeting was so long,😩⏰🗣️💻😴
That meeting was... something.,🤔😬🫠
That meme made me deadass laugh,💀😂👻
That mic drop moment,🎤💥
That micromanaging is driving me crazy,👀🙄🤯
That movie ending tho,🤯😭
That new album is fire,🔥🔥💯
That new software update has so many bugs.,💻🐛🤬😫
That opinion got ratioed hard,📉😂😬
That outfit is everything,🔥🔥
That outfit is fire,🔥👖👟
That outfit is straight fire,🔥💯😎
That overstimulation feeling,😵‍💫🤯
That passive-aggressive email,👍🙄
That plot armor is strong,🛡️🎬
That plot twist at the end of the movie was insane!,🎬🍿🤯😮
That plot twist nobody saw coming,🤯🎬
That plot twist was insane!,🤯🎬😱
That post got ratioed so bad,📉😂😬
That power move,💪👑
That quiet quitting vibe,🚶💼
That reaction video made me dead,💀😂
That recipe hack was clutch,🙏🍳✅
That reply got ratioed instantly,📉😂😬
That save was GOAT level,⚽️🐐🏆
That self-care bubble bath,🛁💖😌
That slang is kinda cheugy now ngl,😬🗣️👎
That smell is really funky,🤢👃🙅
That soft launch was so obvious,👀🙄
That song hits different when you're sad,🎶🥹✨
That streamer is glazing hard,😬👀🗣️
That take got ratioed,📉😂😬
That third-wheeling feeling,🧍‍♀️🧍‍♂️🧍‍♀️
That touchdown was GOAT level,🏈🐐🏆
That trend is super cheugy now ngl,😬🙅👎
That unlearning process,🧠✨
That unpopular opinion might get me cancelled,😬🗣️
That unsolicited advice tho,👍🙄
That was a close call,😮‍💨😅🙏
That was a hard workout,💪🥵
That was a major plot twist,📖🤯🔄‼️😮
That was a perfect answer,👏👏🎯
That was a white lie,🤥😇🤫
That was brilliant,👏👏💡
That was cold af,🥶🥶
That was painfully awkward,😬😖🤦
That was so embarrassing omg,😬🤦🫣
That was truly legendary,🤘🔥💯
That whirlwind romance,🌪️💖
That whole situation is cray cray,🤪🤯😵‍💫
That work-life balance myth,⚖️🫠
That's a big yikes from me,😬😬
That's a bit of a stretch,🤸🤔🤷😂
That's a good point,👍💡🧠💯
"That's a green flag, let's go!",✅✅✅👍💚
That's a hot take,🔥🌶️🗣️
"That's a red flag, proceed with caution.",🚩🚩🚩⚠️🤔
That's a whole mood,✨😌
That's awesome!,😎👍💯🔥
That's definitely not true at all,🧢🤥🙅💯
That's enough internet for today,💻❌
"That's final, no more discussion",🎤🛑🙅
That's funny,😂🤣😆
That's hilarious,😂🤣😆😹
That's kinda cheugy ngl,😬👎
That's my beige flag,😐🤷
"That's my twin, soul sister fr",🤞👯💯
That's so cringe,😬🤦
"That's straight facts, no cap",✅💯🗣️
That's straight up cap,🧢🚫💯
That's the biggest cap I heard,🧢🧢🤥💯
That's the biggest lie,🧢🧢🤥💯
That's the end of the discussion,🎤🔨🛑
That's the tea,☕️🐸
"That's the tea, sis. Spilling all the gossip.",🍵🐸🤫🗣️👀
The age of the internet,🌐📱
The algorithm knows too much,🤖👀
The Amazon rainforest keeps our planet healthy,🌳🌎❤️
The analysis paralysis is real,🤔😵‍💫
The ancient library was a treasure trove of forgotten knowledge.,📚📜🏛️
The art installation was thought-provoking,🎨🤔🖼️
The audacity,😠🤯
The ball is in your court,🎾👤
The best is yet to come,✨🔮🙏😊
"The best is yet to come, believe it.",✨🔮🙏😊💯
The betrayal,🔪💔
The betrayal felt personal,🔪💔😠
The Big Bang theory is mind-boggling.,💥🌌🤯😮
The black sheep of the family,🐑⚫️👪‍👦
The brainrot is setting in hard,😵‍💫📱📉
The calm before the storm.,🤫☁️➡️⛈️🌪️
The chameleon changed colors,🦎🎨✨
The comeback is always stronger than the setback.,💪🔥💥💯😎
The company's quarterly earnings were amazing!,💰🚀🎉📈
The coral reef was teeming with vibrant and diverse marine life.,🐠🐢🌊🦀🦐
The cottagecore dream life,🏡🧺
The delulu is strong with this one,🤪💭
The desert landscape at sunrise was painted in hues of orange and pink.,🌵🌅🧡
The digital detox attempt,📵🫠
The disco era of the seventies,🕺✨
The drone is up in the air,🚁📸🏞️🎮
"The early bird catches the worm, up and at 'em!",🌅🐦🐛☀️💪
The eighties,🧑‍🎤📼
"The escape room was so difficult, but we solved it with seconds to spare.",⏳🔐🤯🙌🎉
The final chapter of that book left me completely speechless.,📖🔚😮🤯😭
The final project is due tomorrow and I haven't started.,😱📚💻☕️🏃
The fine art of bonsai trees,🌳✂️🪴🧘🇯🇵
The first snowfall of winter,❄️☃️🧣🧤🥶
The FOMO is hitting hard rn,😭😩
The Forbidden City in Beijing,🏯👑🐲🇨🇳
The French Riviera is stunning,🏖️☀️🛥️😎🇫🇷
The frog is croaking loudly,🐸🗣️🎶
The full moon looks incredible tonight.,🌕✨😍
The future belongs to those who believe in their dreams.,🔮✨💭💪💯
The gaslighting,🔥🤥
"The girls that get it, get it.",👯😉🧠💡💯
The glow-up is insane,✨🤩
The glow-up is still pending,✨⏳
The GOAT,🐐🏆
The good old days,😎🕰️🔙😊
The gray area of the law,⚖️🤔
The hedgehog curled into a ball,🦔⚽️
The historical documentary on ancient Egypt was fascinating.,📜🏺🤔🤓
The imposter syndrome is loud today,😰🎭🔊
The industrial revolution,🏭🚂
The international space station,🛰️🧑‍🚀
The last ep was mid,🤷📺😑
"The library is my happy place, so many books!",📚🤫😌❤️
The luck of the Irish,🇮🇪🍀🍻💚🌈
The main character syndrome is strong,✨👑🙄
The Milky Way,🌌🥛
The music was so loud my ears are still ringing.,🎤🎶👂🤯
The new art exhibit at the museum is a must-see.,🎨🖼️😍
The new intern is so green,🧑‍💼🌱😬
The new moon is for new beginnings,🌑✨
The newt is hiding under a rock,🦎🪨
The northern lights are out,🌌💚
The northern lights were a shimmering curtain of green and purple.,🌌💚💜✨😍
The nostalgia for old TV shows,😭🕰️📺
The nostalgia hit different,😭🕰️
The Oort cloud is mysterious,☁️🤔
The parrot is mimicking me,🦜🗣️😂
The philosophy book I'm reading is challenging all my beliefs.,📖🤔🤯💥
The power just went out,💡🚫🕯️🔦😳
The pressure is getting worse,🫠😩
The quiet before the storm,🤫☁️🌬️😬⏳
The quiet calm before a storm,☁️🤫🌬️😬
The Red Square in Moscow,🟥🏰⛪️🇷🇺
The rizz is off the charts,✨😎📈
The Rizz is undeniable,😎✨
The roaring twenties,💃🎷
The science fair was so much fun!,🔬🧪🎉
The secondhand embarrassment is real,😬🫣
The secret of getting ahead is getting started.,🤫➡️🏃🏁💯
The side eye I just gave,👀😒
The silence of nature is very relaxing.,🌲🌳🌊🤫🧘
The slow burn is worth it,🔥⏳💖
The smell of freshly baked bread,🍞😋😌
"The smell of old, dusty books",📚👃🕰️📜🤎
The stand-up comedy special had me crying with laughter.,😂🤣🎤
The stock market is so volatile right now.,📈📉🎢🤯
The struggle is real,😩🫠
The Sunday scaries are setting in,😨🗓️
The sunset is beautiful,🌅🧡💜😌
The sunset was absolutely breathtaking tonight.,🌅😍✨
The Sydney Opera House is iconic,🎭🎵🏙️📸🇦🇺
The symphony orchestra's performance was absolutely breathtaking.,🎻🎼👏😭❤️
The telescope is capturing incredible images of the universe.,🔭🌌✨🪐🤯
The temples of Kyoto,⛩️🏮
The tension in this room,👀😬
The thirst is real,🥤😬
The travel bug bit me hard,✈️🌍❤️🗺️
The turtle is hiding in its shell,🐢🤫
"The universe has my back, I know it.",🌌🙏💖✨😌
The urge to impulse buy,💸🛒💨
The urge to quit everything and move to a cabin,🌲🛖
The urge to text my ex,📱💔
The vibes are off,📉😬
The view from the top of the mountain was worth the hike.,⛰️🥾✨😍
The way I devoured that entire pizza,🍕😋
The weaponized incompetence is showing,🙄🔨
The Wi-Fi is so slow today,📶🐢😠😩
The WiFi stopped working again,💻🤬
The wifi went out during my most important video call.,📶💻🤬😫
The Y2K panic,💻💥
Their rizz is actually impressive ngl,✨😎💯
Their rizz is surprisingly smooth,✨😎💯
There is evidence.,😈📸
There's a comet in the sky,☄️✨
There's a meteor shower tonight,🌠✨
"There's no place like home, sweet home.",🏡❤️😌🛋️👪‍👦
They ghosted the group chat smh,👻🚫💬
They really thought that would work,💀😂
They're acting hella sus,🤨👀❓
They're always late,⏳🙄😤
They're always one-upping people,🙄😒🥇
They're finally asleep,😴😌
They're hiding something,👀🤫🤔
They're laughing at you,🤣🫵
Thinking about you,🤔💭❤️😊
Thinking hard,🤔💭
Thinking maybe I should ask her out...,👉👈🥺
Thinking of you,🤔💭❤️
Thinking of you always,🤗💖💭
This AI is getting too smart,🤖🧠🤯💬
This blizzard is intense,❄️🌨️😨
This book is a page-turner,📖🤯👀🔥⏳
This coffee is amazing,☕️😋🔥🤎😌
This coffee is giving me life right now.,☕️⚡️🧠💡💪
This coffee is saving my life,☕️💪🧠💡🙏
This cold brew is life.,☕️💯🙌
This commute is taking forever. Ugh.,🚗😠⏳
This conversation is wild,🤸🕳️😵
"This drama is too much, bye",🤸🕳️👋
This dress is stunning,👗✨😍
This exam schedule is 2M2H,🤯🗓️🙅
This fit is fire,🔥💯✨
This game is bussin',😋🎮💯
This game is low key addictive,😬🎮⏳
This group chat is wild rn,🔥🤯
This headache is brutal.,🤕😩🤯
This heat is making me melt!,🔥🥵🫠
This heatwave is unbearable,☀️🥵🌡️😨
This homework is 2M2H fr,🤯📚🙅
This is amazing,🤯✨💯🔥
"This is fine, don't worry",😅🔥👌
This is heartbreaking.,💔😢
This is interesting,🤔🧐📝💡
This is low key addictive,😬⏳
This is my formal apology,🙏😔
This is my happy place,✨💖😊
"This is my happy place, my sanctuary.",😌🧘🌿✨💖
This is my Roman Empire,🏛️🤔
This is my Roman empire,🏛️🤔💭
This is my villain origin story,😈📜
This is peak comedy,😂🏆
"This is so irritating, stop",😒😤🛑
This is top secret don't tell,🤫🔒🤐
This joke is so bad its actually funny,😂🤦💀
This kitten is adorable,😭😭🐈
This live band is incredible,🥁🎸🤘
This meeting could have been an email,📧🙄
This meeting could have been an email.,📧🙄😴🤦
This meme is actually hilarious,😂💀🤣
This movie is making me sob,😭😭🎬
This movie was absolutely incredible,🤩✨🎬
This music festival is wild,🎪🎶⚡️🤩
This mystery novel got me shook,😵‍💫📖❓
This new AI is mind blowing,🤯🤖✨💯
This new album is fire!,🔥🎶💯
This new artist is incredible!,🎶🔥🎧
This new gadget is so cool,📱💡💯
This new haircut looks amazing on you,💇‍♀️✨😍
This new recipe I tried was a total disaster.,🍳🤬
This new workout routine is kicking my butt!,💪🥵😅
This online drama is peak brain rot,😵‍💫💻
This park is so peaceful,🌳☀️😌
This party is lit,🔥🎉
This playlist is a total bop,🎧🎶💯
This plot twist got me shook fr,😵‍💫🎬❓
This podcast is great,🎧🗣️🧠💡👍
This puppy is too cute,🐶🥺💖
This puzzle got me shook fr,😵‍💫🧩❓
This rain is actually kind of cozy.,🌧️☕️📖
This reality show is brain rot tv,😵‍💫📺📉
This requires my full attention,🧐📝
This restaurant is fire,🔥🍽️💯
This road trip is going to be epic,🚗🗺️☀️🥳
This rock concert is amazing,🎸🤘⚡️🤩
This room has good feng shui,☯️✨😌
This slaps fr,🔥💯
This smoothie is so healthy,🍓🍌🥬💪
This song is a total bop,🎶🎧🔥
This song is a total bop,🎶🎧💃
This song is an absolute banger,🔥🎶💯
This song lives rent-free in my head,🎶🧠
This song makes me want to dance,🎶💃🕺
This song slaps fr,🔥🎶
This song takes me back,🎶💭😢
This spa day is so relaxing,🧖😌💖
This thunderstorm is intense,⛈️⚡️😨
This TikTok trend is pure brain rot,😵‍💫📱📉
This traffic is insane.,😤😠🚗
This traffic means I'm definitely late for dinner.,🚗😠🍽️
This view is amazing,🏞️🤩💯
This weather...,🌧️☔😩
This whole situation is chaos,🙃🔥🌪️
This workload is too much,🤯💼🙅
This workout class totally kicked my butt,💪🥵💀
Those jeans are so cheugy ngl,😬👖👎
Thriving and unbothered,✨💅😌
Through thick and thin,💪💖🤝♾️
Throw glitter in today's face.,✨🎉😎😜💯
Throwback Thursday to the good old days.,⏪😎📸💖😊
Thunderstorms,⛈️⚡️☔️
Tie-dye,👕🎨💦🌈
Time feels like a flat circle,⏳🔄⭕️🤔♾️
Time for a bonfire,🔥🍫🏕️✨
Time for a nap,😴🛌💤🤫
Time for my morning workout,🏋️💪🏃🎧
Time for some spring cleaning,🧹🧼✨🏠😌
Time heals all wounds,⏳🩹😊
Time to celebrate,🎉🗓️🥳✨❤️
Time to clean up,🧹🧼🗑️
Time to code,💻⌨️🎧💡✨
Time to study,📚✍️🧠
Time to write in my journal,✍️📖🧠💭😌
Tired of these lies,🤥🙄
To many more years,🎉🥂❤️♾️
To the moon,🚀🌕✨
Too funny,💀💀
Too much studying,🤯📝💻📚
Too nervous to ask them out,👉👈❓😟❤️
Too shy to say hello there,👉👈😳👋
Took an L on that round gg,😔📉🤝
Tossing a coin in the Trevi Fountain,⛲️🪙🙏💫🇮🇹
Totally agree with you,✅💯👍
Totally fine don't worry,😅👍👌💯
"Touch grass, my friend",✋🌱
Traffic jam,🚗🚕🚙
Trauma dumping,🗣️🫠🚩
Trauma dumping is a red flag,🗣️🫠
Traveling at the speed of light,🚀💫✨⏳🌌
Trick or treat! Ready for all the spooky fun.,🎃👻💀🍬🍫
Tropic like it's hot.,🌴🔥😎🍹☀️
True crime podcast,🕵🔪🩸🎧
Trust the journey,🙏🚶💖✨
Trust the process,🙏⏳
"Trust the process, good things are coming.",🙏⏳✨💖😊
Trying a new recipe,🧑‍🍳📖🌶️🤔😋
Trying molecular gastronomy,🧪⚗️😋🤯
Trying not to crash out rn,😤⏳🧘
"Trying out a new recipe, hope it turns out delicious!",🧑‍🍳🤞🌶️🍲😋
Trying street food is a must,🍢😋👍
Trying to assemble this furniture is a total nightmare.,🔨🔩🤬😭
Trying to be healthy but pizza exists,🍕😩
Trying to cut down on screen time.,📱👇🌳
Trying to debug this impossible code is melting my brain.,💻🐛🤯🔥🧠
Trying to eat healthy,🥗🍎🥕💪💯
Trying to eat healthy but all I want is a donut.,🥗😇🍩😈
Trying to flirt is so awkward,👉👈😅🫠
Trying to function on Monday morning,🫠☕️
Trying to keep up with all the new slang,🤯😵‍💫
Trying to keep up with the group chat notifications,😵‍💫📱
Trying to keep up with trends,😵‍💫📈📉
Trying to learn quantum physics is frying my brain cells.,⚛️🧠🔥🤯😵
Trying to meditate,🧘🧠🤫😌🕉️
Trying to save money like,💸➡️💨
Trying to stay positive,🤠✨🙏
Trying to understand the instructions,😵‍💫❓
Trying to understand this legal document is giving me a headache.,⚖️📄🤔🤕
Turn your wounds into wisdom.,🤕➡️🧠✨💯
"Ugh, Monday morning already?",😩☕️💻
Um actually,☝️🤓
Unbothered queen,💅😌
Under construction,🏗️🚧👷‍♂️🔨
Under the weather,🤧🤒🌧️😔
Understand the assignment and delivered.,📝✅💯🎯👍
Understood the assignment,✅💯✍️
Unpopular opinion,🗣️🤷
Urban gardening,🏙️🌱🍅🌿☀️
Vacation mode,😎🏖️
Vacation mode: ON. Out of office until further notice.,✈️🌴☀️😎🍹
Vacation time,✈️😎🏖️
Vanishing from this weirdness,🤸🕳️😶💨
Vibing to throwback songs rn,🎶😌🎧
"Vibrate higher, attract better.",📶✨💖🙏💯
"Victory celebration time, let's go",🥳🙌🏆🎉
Video conference call in 5 minutes,💻📹🗣️⏰
Virtual reality gaming session,🕶️🎮🌌💥
Virtue signaling,✨😇🙄
Visiting the art museum,🎨🖼️🏛️🤔
Visiting the Brandenburg Gate in Berlin,🏛️🐎🇩🇪
Visiting the majestic Taj Mahal,🕌🌅🇮🇳
Volunteering at the dog shelter,❤️🐾🐶🤝😊
"Wait a minute, slow it down",🤔🤚⏳
Wait for me,✋⏰⏳
Waiting for my date,🧍⌚🌹
Waiting for my ride,🧍⌚🚗
Wake up,⏰☀️🍳
Walking around the Cliffs of Moher,🌊🏞️🚶🇮🇪
Walking the Great Wall of China,🇨🇳🚶🐉⛰️
Watch out,👀⚠️💥
Watching a documentary,📺🌍🐘🧠🤓
Watching a soccer match in Rio,⚽️🥅🏆🎉🇧🇷
Watching the leaves change color,🍁🍂🧡❤️💛
Watching the sunset in Santorini,🌅🇬🇷
Water balloon fight,💧🎈💥💦
Water under the bridge,🌊🌉😌👍
We got the keys to our dream home!,🏡🔑💖
We need to talk,🗣️😟💔🤔
We won the game,🎉🏆🥇
We're engaged,💍👰🤵
We're getting married!,💍🗓️
Weaponized kindness,😇⚔️😠
Weekend brunch with the besties!,👯🥂🍳
Weekend camping trip,🚗💨🏞️🏕️
Weekend getaway booked!,✈️🗺️☀️
Weekend trip with the girls!,👯🥂☀️
Weekend vibes,😎🎉🥳
Welcome home,🏡❤️🤗🎉
Welcome to the enchanted forest,🌳🍄🧚‍♀️✨🦌
Welcome to the team,👋🤝🧑‍🤝‍🧑💼
Well actually,☝️🤓
What a beautiful day,☀️😎🌸😊
What a crazy party,🤪🎉🥳
What a dummy,🤓🙄🤡
What a mess,🤯🗑️🧹😵
What a plot twist,🤯📖🔄😮
What a whirlwind,😵‍💫🤯😴
What are they plotting now?,👀🤔🤫
What are you doing?,🤔👉❓
What are you thinking?,🤔💭
What did I just see?,😳🕶️
What mistake? I made no mistake?,🕳️🧑‍🦯🤷
What on earth did I just witness?,😳🕶️❓
"What problems, I see nothing?",🕳️🧑‍🦯🤷
What secrets are they hiding?,☕️👀🤫
What should I make for dinner?,🤔🍳❓
What the sigma?,🤔❓🤯
What was that loud noise,🤨💥
What's for dinner?,🤔🍽️😋❓
What's my password?,🤔👉💻❓
What's the gossip tell me all,👀👂🗣️
What's the plan?,🤔🗓️🗺️❓
What's the weather like?,🤔☀️🌧️❓
What's up?,🤔❓👋
What's your favorite song?,🤔🎶🎵🎧
Whatever you decide,👍🙄🤷
"When life gives you lemons, make lemonade.",🍋💧🍯😊💪
"When pigs fly, maybe",🐖✈️🤔😂
Whittling a small wooden bird,🔪🌳🐦✋
Who knows what went wrong,🤷❓🤔
Why did they cancel plans?,😒🙄🗓️
Why did they say that?,😒🙄😤
Why is adulting so hard?,😩💸🤷
Why is budgeting so complicated?,😩💸🤯
Why is finding a good therapist so hard?,😩🧠🤷
Wifi is being difficult,😭📶🤬
Window seat views are the best,✈️🖼️☁️🌍🌅
Wine and cheese,🧀🍇
Wine lover,🍷❤️😌
Winning,🥇🏆💯
Winter wonderland,❄️☃️🧣🧤
Woke up early to catch the sunrise this morning.,🌅🧡💛💖✨
Woke up feeling amped,⚡️🤩☀️
"Womp womp, guess you'll have to study then",🤷😂
Work hard,💪💼💯
Work mode,💻☕
Work time,💼💻💪
Working from home today,🏠💻☕️
Working hard to make my dreams a reality.,💻💪🧠💡🌟
Workout time,🏋️💪🔥
World travel,🌍✈️
Wow,👁️👄👁️
Wow that technology is wild,🤯🤩🤖
Yeah let's do – that sounds fun,😙👌😎
Yes I submitted the form,✅👍📄
Yes yes one thousand times yes,💯💯👍✅
Yikes,😬🤦
You are absolutely spot on,💯✅🎯
You are capable of amazing things.,✨💪💯
You are capping so hard,🧢🧢🤥
You are enough,💖💯🙏😊
You are strong,💪💖🔥💯
You are the sunshine on my rainy day.,☀️🌻😊💖🤗
You ate that performance,🔥💯
"You can't buy happiness, but you can buy a plane ticket.",💸🚫😊✈️➡️😃
You drive a hard bargain,💪💰🤔
You dropped this king/queen,👑👇
You free to chat later?,💬🤔⏰
You got this,💪👍💯
You have a great smile,😊😄✨
You inspire me,✨💪🙏
You look absolutely radiant,🔥🔥😍✨
You look great,😍😎👍💯
You made my day,😊☀️😄
You mean a lot to me,❤️💖😊💯
You said you were coming early,🤥⏰😠
You stole a pizza my heart.,🍕❤️😘😋😂
You think that's funny huh?,🤣🫵🤨
"You think you're slick, huh?",👀🤨
You witnessed that craziness too,👁️👄🤯
You're a good friend,🤗💖💯
You're in my thoughts,🤔💭❤️🙏
You're so kind,🤗💖🙏😊
You're so sweet,🍬🍯😊
You're the best,🏆💯
You're the sweetest person I know.,🍬🍯💖😘😊
You're welcome,🤗👍😄
Your new haircut looks sharp,🔥🔥✂️
Your only limit is your mind.,🧠⛓️🚫💪💯
"Your potential is endless, go for it.",♾️💪🔥
Your turn to share ideas,🎤💡
Your vibe attracts your tribe.,✨🤝😎🤙💯
